Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
3.056394763343404097e-01,3.388888888888889062e-01,6.122448979591836593e-02,0.000000000000000000e+00,2.106782106782106867e-01,1.499274310595065107e-01,8.520408163265305035e-01,8.903225806451613433e-01,5.927419354838709964e-01,1.305997373413103624e-01
3.439073514602215553e-01,1.111111111111111188e-01,4.081632653061224025e-01,8.935219657483246813e-02,2.366522366522366694e-01,6.473149492017415962e-02,8.112244897959182133e-01,6.000000000000000888e-01,4.072580645161290036e-01,2.215088282504012740e-01
2.754279959718026749e-01,5.277777777777777762e-02,4.489795918367346372e-01,2.233804914370811703e-02,2.251082251082251184e-01,1.460087082728591945e-01,7.091836734693877098e-01,5.612903225806451513e-01,4.798387096774193172e-01,1.751057930833211651e-01
5.181268882175227297e-01,1.083333333333333370e-01,6.122448979591836593e-02,2.062546537602382712e-01,2.972582972582972771e-01,1.246734397677793788e-01,8.265306122448978776e-01,8.580645161290323397e-01,6.008064516129032473e-01,2.241354151466510847e-01
5.392749244712990997e-01,7.666666666666667185e-01,2.040816326530612013e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.648766328011610827e-01,6.938775510204080454e-01,9.225806451612903469e-01,7.540322580645161255e-01,1.911571574492922643e-01
1.500503524672709421e-01,8.805555555555555358e-01,3.469387755102040782e-01,2.233804914370811703e-02,2.265512265512265588e-01,1.420899854862118783e-01,5.867346938775509502e-01,8.000000000000000444e-01,7.620967741935483764e-01,1.157157449292280649e-01
1.072507552870090031e-01,3.277777777777777790e-01,4.693877551020407823e-01,2.233804914370811703e-02,2.279942279942279992e-01,1.332365747460086958e-01,9.897959183673468164e-01,7.225806451612903913e-01,2.983870967741935609e-01,2.772508390485918517e-02
3.177240684793554149e-01,9.472222222222222987e-01,3.265306122448979331e-01,1.265822784810126667e-01,2.914862914862914600e-01,1.625544267053700975e-01,6.428571428571427937e-01,7.419354838709677491e-01,6.774193548387096309e-01,5.413687436159345806e-02
3.313192346424975732e-01,4.833333333333333370e-01,2.448979591836734637e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.905660377358490476e-01,8.622448979591836871e-01,9.483870967741936386e-01,6.048387096774193727e-01,2.851305997373412837e-01
3.318227593152063282e-01,9.583333333333333703e-01,1.428571428571428492e-01,1.742367833209232941e-01,2.886002886002886347e-01,1.015965166908563005e-01,7.551020408163264808e-01,8.387096774193549820e-01,6.491935483870967527e-01,1.450459652706843627e-01
2.789526686807652922e-01,2.500000000000000139e-02,4.693877551020407823e-01,7.073715562174236193e-02,2.655122655122655329e-01,1.351233671988388840e-01,6.581632653061223470e-01,5.677419354838710852e-01,5.241935483870967527e-01,9.207646286297971328e-02
4.773413897280966989e-01,6.194444444444444642e-01,3.265306122448979331e-01,2.993298585256887745e-01,3.780663780663781059e-01,1.285921625544267088e-01,7.142857142857141906e-01,9.935483870967742881e-01,7.620967741935483764e-01,2.733109587042171218e-01
8.766364551863041754e-01,9.805555555555556246e-01,2.448979591836734637e-01,2.300819061801935850e-01,3.694083694083694080e-01,2.857764876632801210e-01,7.244897959183673741e-01,7.741935483870967527e-01,6.330645161290322509e-01,3.505034291551145098e-01
5.881168177240685413e-01,7.027777777777778345e-01,1.224489795918367319e-01,2.405063291139240556e-01,2.958152958152958090e-01,3.333817126269956188e-01,7.602040816326529615e-01,9.354838709677419928e-01,7.056451612903225090e-01,1.644535240040857771e-01
4.692849949647532881e-01,3.916666666666666630e-01,6.122448979591836593e-02,0.000000000000000000e+00,2.106782106782106867e-01,2.777939042089985211e-01,8.469387755102040227e-01,8.967741935483870552e-01,6.048387096774193727e-01,3.407266890412957716e-01
1.666666666666667407e-01,3.444444444444444420e-01,2.653061224489795533e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.294629898403483192e-01,9.336734693877550839e-01,8.516129032258064058e-01,4.717741935483870663e-01,2.044360134247774630e-01
8.358509566968774784e-02,2.972222222222222210e-01,6.938775510204081565e-01,2.457185405807892908e-01,4.444444444444444198e-01,5.224963715529752639e-02,1.000000000000000000e+00,5.096774193548387899e-01,9.274193548387096864e-02,1.447541222822121554e-01
6.827794561933535622e-01,7.833333333333333259e-01,2.448979591836734637e-01,2.211466865227103562e-01,2.698412698412698263e-01,7.997097242380260540e-02,6.632653061224489388e-01,9.161290322580646350e-01,7.782258064516128782e-01,1.755435575660294623e-01
8.076535750251763179e-01,2.361111111111111327e-01,2.040816326530612013e-01,5.376023827252419673e-01,3.809523809523809312e-01,5.108853410740202827e-01,9.030612244897957552e-01,7.935483870967743325e-01,4.758064516129031918e-01,1.932000583685976880e-01
6.973816717019134526e-01,1.916666666666666796e-01,2.040816326530612013e-01,1.578555472822040229e-01,2.308802308802308800e-01,5.200290275761974002e-01,8.826530612244896101e-01,7.870967741935483986e-01,4.919354838709677491e-01,2.606157887056763101e-01
7.215508559919436848e-01,2.694444444444444309e-01,6.326530612244897211e-01,4.988830975428146242e-02,2.438672438672438714e-01,3.113207547169811185e-01,9.846938775510203357e-01,5.096774193548387899e-01,1.209677419354838745e-01,1.129432365387421505e-01
6.973816717019134526e-01,4.722222222222222654e-01,8.163265306122448328e-02,3.008190618019359608e-01,2.409812409812409906e-01,6.416545718432510315e-01,8.418367346938775420e-01,9.161290322580646350e-01,6.209677419354838745e-01,3.195680723770611409e-01
3.987915407854984995e-01,7.333333333333333925e-01,4.285714285714285476e-01,4.467609828741623407e-02,2.135642135642135675e-01,1.970972423802612450e-01,5.357142857142856984e-01,9.354838709677419928e-01,8.790322580645161255e-01,1.532175689479060021e-01
3.862034239677742953e-01,8.305555555555556024e-01,5.918367346938775420e-01,1.139240506329113889e-01,3.477633477633477743e-01,2.330914368650217616e-01,3.520408163265306145e-01,7.419354838709677491e-01,8.911290322580645018e-01,2.292426674449146162e-01
7.557905337361530140e-01,9.083333333333333259e-01,3.265306122448979331e-01,5.897244973938943202e-01,5.310245310245309547e-01,5.949201741654571718e-01,6.173469387755101678e-01,7.806451612903226867e-01,7.258064516129032473e-01,3.524004085801838437e-01
1.253776435045317328e-01,5.555555555555555941e-02,6.326530612244897211e-01,1.578555472822040229e-01,3.838383838383838675e-01,3.512336719883889236e-02,6.275510204081632404e-01,3.741935483870968415e-01,3.870967741935483764e-01,7.339851160075878955e-02
7.905337361530715423e-01,9.500000000000000666e-01,2.857142857142856984e-01,4.102755026061057353e-01,5.050505050505050830e-01,1.515239477503628196e-01,6.683673469387754196e-01,7.612903225806451069e-01,6.693548387096773800e-01,2.104187946884575888e-01
5.840886203423967249e-01,2.194444444444444420e-01,4.285714285714285476e-01,3.008190618019359608e-01,4.357864357864358329e-01,2.618287373004353769e-01,9.387755102040815647e-01,6.387096774193548043e-01,3.064516129032258118e-01,4.043484605282357536e-01
4.954682779456194286e-01,8.083333333333333481e-01,7.346938775510203357e-01,5.532390171258376732e-01,7.215007215007215313e-01,1.355587808417997031e-01,2.193877551020407823e-01,7.096774193548387455e-01,9.516129032258063836e-01,2.741864876696337161e-01
7.764350453172206290e-01,9.666666666666666741e-01,2.653061224489795533e-01,7.609828741623231307e-01,3.059163059163059195e-01,1.915820029027575921e-01,6.938775510204080454e-01,7.612903225806451069e-01,6.491935483870967527e-01,2.606157887056763101e-01
1.032225579053374087e-01,1.888888888888888840e-01,6.122448979591835760e-01,4.988830975428146242e-02,2.669552669552669455e-01,3.584905660377358388e-02,9.030612244897957552e-01,4.387096774193548487e-01,1.733870967741935332e-01,6.099518459069020598e-02
2.653575025176233559e-01,4.805555555555555691e-01,6.530612244897958663e-01,6.701414743112435457e-02,2.554112554112554223e-01,7.793904208998547745e-02,8.265306122448978776e-01,8.774193548387096975e-01,4.879032258064516236e-01,1.720414417043630295e-01
5.211480362537763700e-01,1.388888888888888951e-01,5.102040816326530726e-01,1.623231571109456373e-01,3.391053391053391319e-01,5.142235123367198124e-01,8.367346938775508391e-01,5.032258064516128560e-01,3.064516129032258118e-01,3.665547935210856090e-01
6.963746223564954985e-01,1.666666666666666644e-02,2.040816326530612013e-01,9.233060312732688235e-02,2.395382395382395502e-01,8.705370101596515697e-01,7.653061224489794423e-01,7.935483870967743325e-01,6.048387096774193727e-01,7.441996206041148754e-02
6.988922457200401617e-01,6.805555555555555802e-01,2.040816326530612013e-01,1.906180193596425931e-01,1.774891774891775020e-01,4.092888243831639961e-01,7.244897959183673741e-01,9.612903225806452845e-01,7.459677419354838745e-01,7.018823872756456417e-02
3.605236656596173539e-01,5.138888888888889506e-01,1.020408163265306006e-01,4.988830975428146242e-02,2.135642135642135675e-01,1.071117561683599395e-01,8.316326530612243584e-01,9.354838709677419928e-01,6.370967741935483764e-01,1.842988472201955163e-01
4.395770392749245303e-01,2.833333333333333259e-01,2.857142857142856984e-01,3.112434847356664314e-01,4.372294372294372455e-01,2.271407837445573175e-01,9.438775510204080454e-01,7.870967741935483986e-01,4.193548387096773800e-01,1.524879614767254976e-01
6.465256797583081028e-01,9.833333333333333925e-01,1.836734693877550839e-01,2.010424422933730360e-01,1.673881673881673915e-01,1.204644412191581970e-01,7.551020408163264808e-01,8.129032258064516903e-01,6.370967741935483764e-01,1.519042754997811107e-01
4.355488418932527139e-01,2.444444444444444642e-01,2.857142857142856984e-01,1.787043931496649363e-01,2.683982683982684136e-01,3.512336719883889236e-02,9.336734693877550839e-01,7.483870967741936830e-01,4.072580645161290036e-01,3.537137020283087629e-01
7.532729103726083508e-01,2.111111111111111105e-01,1.632653061224489666e-01,3.909158600148920359e-01,2.640692640692640647e-01,1.355587808417997031e-01,8.775510204081631294e-01,8.193548387096774022e-01,5.161290322580645018e-01,3.592587188092805639e-01
7.114803625377643659e-01,4.416666666666667074e-01,4.693877551020407823e-01,1.742367833209232941e-01,3.434343434343434254e-01,2.635703918722786532e-01,9.132653061224489388e-01,8.903225806451613433e-01,4.677419354838709409e-01,5.267765941923244905e-02
2.860020140986907489e-01,3.277777777777777790e-01,4.489795918367346372e-01,1.265822784810126667e-01,3.131313131313131493e-01,1.210449927431059419e-01,9.897959183673468164e-01,7.354838709677420372e-01,3.104838709677419373e-01,1.676637968772800025e-01
4.234642497482377088e-01,1.750000000000000167e-01,6.122448979591836593e-02,2.911392405063291111e-01,2.481962481962481926e-01,3.386066763425253923e-01,8.367346938775508391e-01,8.645161290322580516e-01,5.887096774193548709e-01,2.452940318108857154e-01
2.134944612286002741e-01,3.333333333333333703e-01,3.877551020408163129e-01,3.127326880119136315e-02,2.279942279942279992e-01,4.789550072568939804e-02,9.744897959183671521e-01,7.806451612903226867e-01,3.669354838709677491e-01,2.253027871005398863e-01
4.471299093655589640e-01,2.861111111111111494e-01,4.489795918367346372e-01,1.787043931496649363e-01,3.823953823953823994e-01,3.918722786647314826e-02,9.795918367346938549e-01,6.903225806451613877e-01,2.943548387096774355e-01,8.682328907048007804e-02
3.444108761329305324e-01,6.388888888888889506e-01,8.163265306122448051e-01,7.073715562174236193e-02,2.784992784992785242e-01,2.285921625544266866e-01,3.724489795918366486e-01,9.096774193548387011e-01,8.870967741935483764e-01,1.751057930833211651e-01
5.664652567975829722e-01,9.666666666666666741e-01,1.836734693877550839e-01,2.233804914370811703e-02,2.178932178932178887e-01,4.796806966618287205e-01,7.397959183673468164e-01,8.129032258064516903e-01,6.491935483870967527e-01,1.400846344666569210e-01
1.727089627391742432e-01,3.916666666666666630e-01,5.714285714285713969e-01,6.329113924050633333e-02,2.799422799422799368e-01,2.092888243831639850e-01,9.642857142857141906e-01,7.806451612903226867e-01,3.306451612903225645e-01,1.238873486064497181e-01
5.458207452165155793e-01,7.027777777777778345e-01,1.836734693877550839e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.516690856313497648e-01,7.295918367346938549e-01,9.483870967741936386e-01,7.419354838709677491e-01,2.092514227345687872e-01
4.783484390735146530e-01,3.277777777777777790e-01,4.489795918367346372e-01,1.116902457185405817e-01,2.741702741702741752e-01,2.997097242380261095e-01,9.846938775510203357e-01,7.483870967741936830e-01,3.225806451612903136e-01,1.796293594046402819e-01
5.750251762336353600e-01,7.333333333333333925e-01,1.836734693877550839e-01,5.361131794489948366e-01,1.197691197691197751e-01,2.368650217706821381e-01,7.193877551020406713e-01,9.354838709677419928e-01,7.459677419354838745e-01,3.217568947906026544e-01
1.540785498489425365e-01,4.055555555555555580e-01,5.510204081632652517e-01,2.233804914370811703e-02,2.279942279942279992e-01,1.847605224963715376e-01,9.540816326530612290e-01,8.129032258064516903e-01,3.669354838709677491e-01,1.648912884867941020e-01
1.440080563947632175e-01,2.722222222222222543e-01,3.877551020408163129e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.132075471698113095e-01,9.642857142857141906e-01,7.161290322580644574e-01,3.387096774193548154e-01,1.189260178024222903e-01
1.248741188318227557e-01,9.250000000000000444e-01,2.653061224489795533e-01,2.233804914370811703e-02,2.164502164502164483e-01,1.595065312046443917e-01,6.785714285714284921e-01,8.000000000000000444e-01,6.935483870967741327e-01,8.930395447249378504e-02
7.623363544813694936e-01,2.500000000000000000e-01,8.163265306122448328e-02,4.117647058823529216e-01,2.655122655122655329e-01,2.220609579100144837e-01,8.571428571428569843e-01,8.645161290322580516e-01,5.766129032258063836e-01,3.518167226032394290e-01
7.724068479355488126e-01,2.250000000000000056e-01,1.428571428571428492e-01,2.196574832464631422e-01,2.799422799422799368e-01,3.882438316400580458e-01,8.775510204081631294e-01,8.258064516129033361e-01,5.201612903225806273e-01,2.290967459506785264e-01
4.572004028197380610e-01,8.333333333333334259e-02,5.918367346938775420e-01,1.906180193596425931e-01,4.141414141414141437e-01,1.837445573294629875e-01,7.091836734693877098e-01,4.129032258064515570e-01,3.427419354838709409e-01,9.017948343791039323e-02
1.193353474320242302e-01,1.972222222222222432e-01,5.714285714285713969e-01,8.041697691734922548e-02,2.914862914862914600e-01,4.281567489114658509e-02,9.183673469387754196e-01,4.774193548387097863e-01,1.895161290322580627e-01,5.413687436159345806e-02
6.203423967774421843e-01,2.555555555555555913e-01,1.632653061224489666e-01,2.233804914370811703e-02,2.178932178932178887e-01,2.570391872278664502e-01,8.928571428571427937e-01,8.258064516129033361e-01,5.080645161290322509e-01,3.537137020283087629e-01
5.327291037260826201e-01,5.500000000000000444e-01,3.877551020408163129e-01,6.701414743112435457e-02,2.222222222222222376e-01,3.084179970972423801e-01,7.806122448979591066e-01,9.935483870967742881e-01,6.814516129032257563e-01,2.915511454837297345e-01
3.600201409869083768e-01,5.555555555555555941e-02,2.244897959183673186e-01,4.988830975428146242e-02,2.106782106782106867e-01,2.673439767779390297e-01,7.857142857142855874e-01,7.612903225806451069e-01,5.645161290322580072e-01,2.902378520356048153e-01
8.298086606243706420e-01,4.083333333333333259e-01,6.734693877551020114e-01,2.010424422933730360e-01,3.059163059163059195e-01,3.817126269956458429e-01,9.387755102040815647e-01,7.483870967741936830e-01,2.943548387096774355e-01,1.454837297533926599e-01
4.219536757301107777e-01,2.750000000000000222e-01,6.326530612244897211e-01,6.701414743112435457e-02,2.871572871572871666e-01,1.741654571843250995e-02,9.897959183673468164e-01,5.225806451612904358e-01,1.250000000000000000e-01,3.468553917992119873e-01
6.067472306143000260e-01,3.083333333333333481e-01,1.632653061224489666e-01,2.375279225614296275e-01,2.236652236652236780e-01,1.767779390420899654e-01,8.979591836734692745e-01,8.516129032258064058e-01,5.201612903225806273e-01,2.283671384794980219e-01
7.074521651560925495e-01,4.888888888888889284e-01,3.265306122448979331e-01,2.010424422933730360e-01,2.828282828282828176e-01,4.288824383164005494e-01,8.622448979591836871e-01,9.548387096774193505e-01,5.967741935483871218e-01,3.424777469721289602e-01
5.699899295065458116e-01,9.416666666666666519e-01,2.244897959183673186e-01,7.073715562174236193e-02,2.352092352092352290e-01,8.663280116110304574e-01,7.091836734693877098e-01,8.129032258064516903e-01,6.693548387096773800e-01,5.066394279877425300e-01
2.663645518630413100e-01,8.861111111111111827e-01,2.857142857142856984e-01,4.467609828741623407e-02,2.193362193362193568e-01,1.285921625544267088e-01,6.326530612244897211e-01,8.193548387096774022e-01,7.379032258064516236e-01,1.428571428571428492e-01
2.457200402819736951e-01,2.638888888888888951e-01,3.673469387755101678e-01,6.701414743112435457e-02,2.193362193362193568e-01,4.484760522496371304e-02,9.591836734693877098e-01,7.161290322580644574e-01,3.467741935483870663e-01,1.011235955056179747e-01
8.046324269889224556e-01,4.388888888888888840e-01,2.653061224489795533e-01,6.321667907669397124e-01,5.396825396825397636e-01,3.442670537010159570e-01,8.928571428571427937e-01,9.225806451612903469e-01,5.524193548387096309e-01,2.104187946884575888e-01
2.935548841893251826e-01,1.833333333333333481e-01,4.285714285714285476e-01,1.801935964259121503e-01,2.813852813852814050e-01,8.447024673439766651e-02,9.030612244897957552e-01,6.000000000000000888e-01,3.145161290322580627e-01,1.517583540055449931e-01
2.975830815709969990e-01,1.388888888888888951e-01,4.897959183673469274e-01,1.742367833209232941e-01,3.073593073593073877e-01,1.220609579100145059e-01,8.418367346938775420e-01,5.290322580645161477e-01,3.185483870967741882e-01,1.202393112505471956e-01
2.089627391742194806e-01,7.527777777777777679e-01,2.040816326530612013e-01,8.935219657483246813e-02,2.756132756132756434e-01,2.402031930333816956e-01,6.887755102040815647e-01,9.290322580645160588e-01,7.620967741935483764e-01,1.228658981467970202e-01
3.580060422960724686e-01,4.361111111111111160e-01,3.877551020408163129e-01,1.563663440059568088e-01,2.626262626262626521e-01,1.597968069666182711e-01,9.183673469387754196e-01,9.032258064516129892e-01,4.959677419354838745e-01,1.675178753830439127e-01
4.461228600201410099e-01,1.666666666666666852e-01,5.918367346938775420e-01,9.977661950856292483e-02,3.015873015873016261e-01,2.177068214804063831e-02,8.673469387755101678e-01,4.322580645161291368e-01,2.056451612903225645e-01,1.870713556106814446e-01
5.861027190332326331e-01,3.555555555555555691e-01,4.489795918367346372e-01,3.127326880119136315e-02,2.092352092352092463e-01,9.158200290275761435e-02,9.795918367346938549e-01,7.806451612903226867e-01,3.427419354838709409e-01,2.057493068729023544e-01
2.754279959718026749e-01,1.250000000000000000e-01,2.040816326530612013e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.483309143686502019e-01,8.418367346938775420e-01,7.741935483870967527e-01,5.241935483870967527e-01,1.021450459652706727e-01
2.814702920443101775e-01,6.388888888888889506e-01,1.428571428571428492e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.534107402031930412e-01,7.704081632653061451e-01,9.548387096774193505e-01,7.056451612903225090e-01,3.151904275499781138e-02
5.906344410876132045e-01,1.472222222222222265e-01,1.020408163265306006e-01,2.375279225614296275e-01,2.222222222222222376e-01,2.046444121915819980e-01,8.418367346938775420e-01,8.387096774193549820e-01,5.725806451612902581e-01,3.843572158178899523e-01
6.163141993957703679e-01,6.777777777777778123e-01,5.306122448979591066e-01,4.467609828741623407e-02,2.178932178932178887e-01,3.883889695210449577e-01,5.102040816326529615e-01,9.677419354838709964e-01,8.911290322580645018e-01,1.937837443455420749e-01
1.631419939577039013e-01,2.972222222222222210e-01,4.489795918367346372e-01,8.041697691734922548e-02,2.987012987012986898e-01,1.776487663280116036e-01,9.846938775510203357e-01,7.032258064516130336e-01,2.943548387096774355e-01,8.667736757624397437e-02
4.320241691842900966e-01,1.138888888888888867e-01,3.265306122448979331e-01,3.350707371556217451e-01,2.958152958152958090e-01,7.242380261248185236e-02,8.265306122448978776e-01,6.709677419354838079e-01,4.556451612903225645e-01,1.605136436597110750e-01
2.744209466263847208e-01,9.305555555555555802e-01,5.102040816326530726e-01,3.350707371556217451e-01,3.290043290043290214e-01,1.403483309143686297e-01,4.999999999999998890e-01,6.387096774193548043e-01,7.096774193548387455e-01,1.549686268787392185e-01
1.570996978851963988e-01,1.944444444444444475e-02,5.714285714285713969e-01,8.935219657483246813e-02,2.640692640692640647e-01,1.420899854862118783e-01,5.918367346938774309e-01,4.709677419354838523e-01,5.000000000000000000e-01,2.253027871005398863e-01
1.827794561933535622e-01,3.500000000000000333e-01,5.102040816326530726e-01,7.073715562174236193e-02,2.727272727272727071e-01,1.970972423802612450e-01,9.897959183673468164e-01,7.419354838709677491e-01,2.983870967741935609e-01,1.362906756165183086e-01
4.249748237663646400e-01,3.166666666666666519e-01,3.265306122448979331e-01,2.233804914370811703e-02,2.222222222222222376e-01,2.091436865021770453e-01,9.591836734693877098e-01,7.935483870967743325e-01,3.991935483870967527e-01,2.018094265285276245e-01
7.371601208459215293e-01,3.611111111111111466e-02,5.510204081632652517e-01,2.911392405063291111e-01,3.131313131313131493e-01,7.566037735849056034e-01,6.377551020408162019e-01,4.774193548387097863e-01,4.677419354838709409e-01,6.274624252152341541e-02
5.171198388721047756e-01,1.750000000000000167e-01,3.469387755102040782e-01,1.139240506329113889e-01,2.611832611832611839e-01,5.326560232220609592e-01,8.928571428571427937e-01,6.645161290322580960e-01,3.870967741935483764e-01,8.400700423172332565e-01
7.034239677744209551e-01,3.555555555555555691e-01,2.244897959183673186e-01,5.532390171258376732e-01,2.770562770562770560e-01,5.550072568940492834e-01,9.183673469387754196e-01,8.645161290322580516e-01,5.000000000000000000e-01,4.164599445498321506e-01
7.819738167170191545e-01,0.000000000000000000e+00,3.673469387755101678e-01,3.998510796723752647e-01,3.088023088023088003e-01,5.862119013062409012e-01,6.836734693877550839e-01,6.838709677419354538e-01,5.967741935483871218e-01,5.076608784473952696e-01
5.433031218529706941e-01,9.888888888888889284e-01,1.428571428571428492e-01,4.988830975428146242e-02,2.294372294372294396e-01,4.973875181422350855e-01,7.704081632653061451e-01,8.258064516129033361e-01,6.330645161290322509e-01,3.788121990369180958e-01
2.099697885196374347e-01,1.472222222222222265e-01,2.448979591836734637e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.436865021770682149e-01,8.622448979591836871e-01,7.354838709677420372e-01,4.758064516129031918e-01,5.690938275207937935e-02
3.152064451158107516e-01,2.777777777777777901e-01,1.428571428571428492e-01,6.329113924050633333e-02,2.294372294372294396e-01,1.175616835994194448e-01,8.877551020408163129e-01,8.516129032258064058e-01,5.282258064516128782e-01,7.783452502553626084e-01
7.139979859013092511e-01,1.777777777777777846e-01,2.244897959183673186e-01,7.073715562174236193e-02,2.063492063492063655e-01,4.300435413642960669e-01,8.775510204081631294e-01,7.612903225806451069e-01,4.758064516129031918e-01,2.768130745658835545e-01
5.151057401812688674e-01,4.611111111111111382e-01,3.061224489795917880e-01,2.010424422933730360e-01,3.593073593073593530e-01,1.490566037735849003e-01,8.826530612244896101e-01,9.354838709677419928e-01,5.645161290322580072e-01,4.326572304100393396e-01
2.124874118831823200e-01,2.944444444444444531e-01,1.428571428571428492e-01,1.563663440059568088e-01,2.438672438672438714e-01,2.539912917271407514e-02,8.877551020408163129e-01,8.580645161290323397e-01,5.322580645161290036e-01,4.042025390339996915e-02
5.513595166163141048e-01,1.083333333333333370e-01,5.102040816326530726e-01,2.613551749813849412e-01,4.040404040404040886e-01,6.444121915820028024e-01,7.806122448979591066e-01,4.967741935483871440e-01,3.508064516129031918e-01,1.359988326280461013e-01
7.457200402819736951e-01,2.500000000000000000e-01,2.448979591836734637e-01,2.375279225614296275e-01,2.698412698412698263e-01,2.502177068214803679e-01,9.234693877551019003e-01,7.806451612903226867e-01,4.435483870967741882e-01,4.603823143148985664e-01
3.001007049345418842e-01,8.861111111111111827e-01,2.857142857142856984e-01,2.233804914370811703e-02,2.236652236652236780e-01,1.001451378809869314e-01,6.377551020408162019e-01,8.193548387096774022e-01,7.379032258064516236e-01,9.397344228804901944e-02
6.122860020140987736e-01,3.611111111111111049e-01,4.489795918367346372e-01,2.211466865227103562e-01,3.275613275613275532e-01,2.584905660377358472e-01,9.795918367346938549e-01,7.870967741935483986e-01,3.508064516129031918e-01,3.217568947906026544e-01
2.502517623363544885e-01,6.972222222222222987e-01,5.102040816326530726e-01,2.494415487714073121e-01,3.059163059163059195e-01,1.673439767779390241e-01,5.102040816326529615e-01,9.612903225806452845e-01,8.951612903225806273e-01,1.053553188384648981e-01
3.056394763343404097e-01,2.222222222222222376e-01,3.061224489795917880e-01,7.073715562174236193e-02,2.496392496392496607e-01,4.281567489114658509e-02,9.234693877551019003e-01,7.225806451612903913e-01,3.951612903225806273e-01,2.724354297388005275e-01
2.885196374622356341e-01,8.194444444444445308e-01,4.081632653061224025e-01,8.041697691734922548e-02,2.424242424242424310e-01,4.441219158200290090e-02,5.255102040816326259e-01,8.516129032258064058e-01,8.387096774193547599e-01,1.208229972274915964e-01
4.259818731117823720e-01,1.777777777777777846e-01,2.857142857142856984e-01,2.613551749813849412e-01,1.904761904761904934e-01,1.091436865021770536e-01,8.877551020408163129e-01,7.161290322580644574e-01,4.314516129032258118e-01,3.604260907631694211e-02
1.903323262839879959e-01,9.222222222222222765e-01,2.857142857142856984e-01,3.127326880119136315e-02,2.251082251082251184e-01,1.746008708272858978e-01,6.581632653061223470e-01,7.935483870967743325e-01,7.016129032258063836e-01,5.413687436159345806e-02
3.660624370594158794e-01,4.500000000000000111e-01,6.122448979591835760e-01,4.467609828741623407e-02,1.818181818181818232e-01,1.959361393323657274e-01,8.928571428571427937e-01,8.580645161290323397e-01,4.314516129032258118e-01,1.374580475704071103e-01
7.809667673716012004e-01,6.694444444444445086e-01,1.836734693877550839e-01,5.212211466865227516e-01,4.372294372294372455e-01,5.168359941944846714e-01,7.448979591836732972e-01,9.612903225806452845e-01,7.298387096774193727e-01,5.121844447687144003e-02
4.728096676737159054e-01,9.944444444444444642e-01,1.224489795918367319e-01,3.224125093075204673e-01,2.828282828282828176e-01,2.493468795355587575e-01,7.755102040816326259e-01,8.322580645161290480e-01,6.290322580645161255e-01,3.837735298409455376e-01
4.315206445115811196e-01,1.583333333333333259e-01,5.102040816326530726e-01,9.233060312732688235e-02,2.150072150072150079e-01,1.944847605224963444e-02,8.673469387755101678e-01,5.225806451612904358e-01,2.862903225806451291e-01,1.882387275645702462e-01
4.320241691842900966e-01,2.833333333333333259e-01,5.102040816326530726e-01,1.355174981384958954e-01,3.391053391053391319e-01,3.076923076923076747e-02,9.897959183673468164e-01,6.516129032258064502e-01,2.459677419354838745e-01,8.857434700131328054e-02
1.379657603222557150e-01,2.611111111111111271e-01,8.163265306122448051e-01,9.233060312732688235e-02,3.347763347763347830e-01,5.834542815674891025e-02,9.591836734693877098e-01,3.290322580645161921e-01,0.000000000000000000e+00,3.969064643221946465e-02
7.849949647532727948e-01,8.333333333333333218e-03,3.265306122448979331e-01,3.224125093075204673e-01,4.747474747474747514e-01,1.426705370101596371e-01,7.040816326530611180e-01,6.967741935483870996e-01,5.887096774193548709e-01,2.104187946884575888e-01
4.179254783484389613e-01,7.861111111111110938e-01,2.244897959183673186e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.457184325108853207e-01,6.632653061224489388e-01,9.096774193548387011e-01,7.741935483870967527e-01,1.082737487231869161e-01
6.339375629405841206e-01,4.388888888888888840e-01,1.632653061224489666e-01,4.988830975428146242e-02,2.135642135642135675e-01,6.095791001451378310e-01,8.724489795918366486e-01,9.225806451612903469e-01,5.887096774193548709e-01,2.276375310083175174e-01
7.804632426988922234e-01,3.888888888888888951e-01,3.469387755102040782e-01,9.977661950856292483e-02,2.193362193362193568e-01,6.198838896952103550e-01,9.438775510204080454e-01,8.645161290322580516e-01,4.556451612903225645e-01,6.233766233766233622e-01
5.120845921450150051e-01,2.388888888888889006e-01,2.448979591836734637e-01,2.233804914370811703e-02,2.150072150072150079e-01,6.341074020319302784e-01,9.132653061224489388e-01,7.870967741935483986e-01,4.556451612903225645e-01,8.618123449584123019e-01
